,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant
0,True,mp-1244933,Si,Triclinic,P1,1,100,0.34929145859999905,0.34929145859999905,False,1793.7649376717561,2.599954373928591,0.0,False,True,NM,1e-07,,,,,,,,,,,,,,,
1,True,mp-1244953,Al,Triclinic,P1,1,100,0.09572362820000001,0.09572362819999901,False,1768.8252505357063,2.532974860501712,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
2,True,mp-1244990,Si,Triclinic,P1,1,100,0.36627406770000004,0.36627406769999904,False,1750.9728471941326,2.6634947554856963,0.0,False,True,NM,6e-06,,,,,,,,,,,,,,,
3,True,mp-1180008,O2,Triclinic,P1,1,12,0.419853780833332,0.419853780833333,False,199.45006150558925,1.598452978651933,1.277299999999999,False,False,NM,0.0,,,,,,,,,,,,,,,
4,True,mp-1180064,O2,Triclinic,P1,1,10,0.38701357199999903,0.38701357200000003,False,159.2695518855733,1.6680921386184,0.042300000000000004,False,False,FM,3.9993086,,,,,,,,,,,,,,,
5,True,mp-1244913,C,Triclinic,P1,1,100,0.9942529476999991,0.9942529476999991,False,1190.3531919217505,1.675488981132893,0.10600000000000001,True,False,NM,2.0000505,,,,,,,,,,,,,,,
6,True,mp-1244924,Ti,Triclinic,P1,1,100,0.183286863166667,0.183286863166667,False,1762.7067218166078,4.509259680988034,0.0,False,True,NM,1.9910987,,,,,,,,,,,,,,,
7,True,mp-1120447,Si,Triclinic,P1,1,8,0.37250966749999903,0.37250966749999903,False,163.06526777122875,2.288019789495501,0.0,False,True,NM,0.0,,,,,,,2.66,,,,,,,,
8,True,mp-1179802,Rb,Triclinic,P1,1,8,0.053649282500000006,0.053649282500000006,False,744.4945979508938,1.525035869723976,0.0,False,True,NM,0.005090499999999,,,,,,,,,,,,,,,
9,True,mp-1197903,C,Triclinic,P1,1,80,1.4104997176249991,1.4104997176249991,False,1547.5694249833693,1.030996671050253,0.07970000000000001,False,False,NM,0.0054643,,,,,,,,,,,,,,,
10,True,mp-1244971,Si,Triclinic,P1,1,100,0.31675151760000003,0.31675151759999903,False,1921.0737732472721,2.427656376577443,0.0030999999999990003,False,False,NM,0.0,,,,,,,,,,,,,,,
11,True,mp-1094120,Nb,Triclinic,P1,1,12,0.18974828500000002,0.18974828500000201,False,226.83961495276392,8.161255619756384,0.0,False,True,NM,0.0001198,,,,,,,,,,,,,,,
12,True,mp-1244964,C,Triclinic,P1,1,100,0.9345966745999981,0.9345966745999981,False,1126.924922787448,1.769792837474972,0.0724,False,False,FM,2.0008597,,,,,,,,,,,,,,,
13,True,mp-1244987,Zn,Triclinic,P1,1,100,0.058374756800001,0.058374756800000004,False,1613.043594907879,6.7334943798243945,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
14,True,mp-1245006,Ti,Triclinic,P1,1,100,0.141383983866665,0.141383983866667,False,1744.3182239748066,4.556796025430404,0.0,False,True,NM,0.0038697999999990004,,,,,,,,,,,,,,,
15,True,mp-1245170,Ti,Triclinic,P1,1,100,0.169614288666666,0.169614288666666,False,1758.642328592391,4.519681018059063,0.0,False,True,NM,0.0044246,,,,,,,,,,,,,,,
16,True,mp-1245242,Si,Triclinic,P1,1,100,0.31691021610000003,0.31691021609999803,False,1915.2205726555178,2.435075657647642,0.0,False,True,NM,1e-07,,,,,,,,,,,,,,,
17,True,mp-1245152,Al,Triclinic,P1,1,100,0.1020815508,0.102081550799999,False,1756.5750181076785,2.550639651618305,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
18,True,mp-1245184,Zn,Triclinic,P1,1,100,0.0488518927,0.0488518927,False,1602.1487816925169,6.7792829884687045,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
19,True,mp-1245307,Al,Triclinic,P1,1,100,0.1075495411,0.10754954109999901,False,1766.7561326742637,2.535941327366902,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
20,True,mp-1245067,Al,Triclinic,P1,1,100,0.1143086865,0.11430868649999901,False,1791.9988140970795,2.500219228373254,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
21,True,mp-1245129,Al,Triclinic,P1,1,100,0.0947504108,0.094750410799999,False,1756.6112751564453,2.550587005556229,0.0,False,True,NM,4e-07,,,,,,,,,,,,,,,
22,True,mp-1245108,Fe,Triclinic,P1,1,100,0.2794554973,0.279455497300001,False,1164.1687065719714,7.965581247011818,0.0,False,True,FiM,205.3566831,,,,,,,,,,,,,,,
23,True,mp-1245093,Zn,Triclinic,P1,1,100,0.055068915200001005,0.055068915200000006,False,1614.9202840891055,6.725669426370674,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
24,True,mp-1245266,Zn,Triclinic,P1,1,100,0.052315974800000005,0.052315974800000005,False,1623.3545311604494,6.690725760909228,0.0,False,True,NM,2e-07,,,,,,,,,,,,,,,
25,True,mp-1245041,Si,Triclinic,P1,1,100,0.310314400899999,0.310314400899999,False,1918.192245426189,2.431303226576872,0.027599999999999004,True,False,NM,0.0,,,,,,,,,,,,,,,
26,True,mp-1245164,Ti,Triclinic,P1,1,100,0.138331885266666,0.138331885266666,False,1751.2770859316715,4.538689173715564,0.006299999999999001,False,False,NM,0.0006441999999990001,,,,,,,,,,,,,,,
27,True,mp-1245190,C,Triclinic,P1,1,100,1.014946403599999,1.014946403599999,False,1118.180173562327,1.7836335358794422,0.0,False,True,FM,4.1176063,,,,,,,,,,,,,,,
28,True,mp-1403870,Si,Triclinic,P1,1,8,1.250752009999999,1.250752009999999,False,174.1076902939462,2.142906835476681,0.0,False,True,NM,6e-07,,,,,,,,,,,,,,,
29,True,mp-640416,Rb,Triclinic,P1,1,8,0.05672780374999901,0.05672780374999901,False,756.9258424297436,1.499989699184075,0.0,False,True,NM,0.0140471,,,,,,,,,,,,,,,
30,True,mp-656615,Rb,Triclinic,P1,1,8,0.022942533749999,0.022942533749999,False,719.9109333297395,1.577113104032839,0.0,False,True,NM,0.0006242,,,,,,,,0.094811569594723,0.12209270204365101,7.665328128114977,2.146930227075374,,,,
31,True,mp-644693,Si,Triclinic,P1,1,8,0.41511927999999904,0.41511927999999904,False,174.10767849877462,2.142906980650944,0.0,False,True,NM,0.0010976,,,,,,,11.527,,,,,,,,
32,True,mp-1245320,Ti,Triclinic,P1,1,100,0.155102003566666,0.155102003566667,False,1754.0009091121908,4.53164095229429,0.0,False,True,NM,0.0153928,,,,,,,,,,,,,,,
33,True,mp-676011,Si,Triclinic,P1,1,8,0.44703532249999905,0.44703532249999905,False,159.13142937906494,2.344581212497035,0.0,False,True,NM,0.000112899999999,,,,,,,,,,,,,,,
34,True,mp-988210,Si,Triclinic,P1,1,8,1.9596229937499992,1.9596229937499992,False,174.1076902939462,2.142906835476681,0.0,False,True,NM,0.0020746,,,,,,,,,,,,,,,
35,True,mp-632401,B,Triclinic,P1,1,12,0.29153570833333303,0.29153570833333303,False,94.79220891717327,2.272602955970606,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
36,False,mp-1178801,W,Monoclinic,P2/m,10,20,1.198139206500002,1.198139206500002,False,350.4707835877894,17.420767510412237,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
37,False,mp-1056831,O2,Monoclinic,P2/m,10,1,1.311098234999999,1.311098234999999,False,21.65067829102824,1.227103760216571,0.0,False,True,NM,0.001453399999999,,,,,,,,,,,,,,,
38,False,mp-1191581,W,Monoclinic,P2/m,10,25,1.1811169156,1.181116915599996,False,452.1510274837573,16.878956556983074,0.0,False,True,NM,0.0003679,,,,,,,,,,,,,,,
39,True,mp-1182029,C,Monoclinic,P2/m,10,8,1.002409142499999,1.002409142499999,False,115.84184934146725,1.377342415066109,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
40,False,mp-1056079,Cu,Monoclinic,P2/m,10,1,1.982934489999999,1.982934489999999,False,563.0816222753278,0.187398436304439,0.0,False,True,FM,0.11089979999999901,,,,,,,,,,,,,,,
41,False,mp-43,U,Tetragonal,P4_2nm,102,30,0.089671224666673,0.08967122466668401,False,576.770100041064,20.55877917425372,0.0,False,True,NM,0.000103399999999,,,,,,,,,,,,,,,
42,False,mp-1182070,Bi,Monoclinic,P2_1/m,11,4,0.058095357499993006,0.058095357499993006,False,141.83413575334302,9.786645972368195,0.0,False,True,NM,6.7999999999999976e-06,,,,,,,,,,,,,,,
43,False,mp-1067758,Bi,Monoclinic,P2_1/m,11,4,0.08585941499999401,0.08585941499999401,False,140.26823971980178,9.895899999797473,0.0,False,True,NM,0.0001712,,,,,,,,,,,,,,,
44,True,mp-1179605,Sb,Monoclinic,P2_1/m,11,2,0.050482344999998006,0.050482344999998006,False,59.808114290190886,6.761197511367673,0.0,False,True,NM,0.000295499999999,,,,,,,,,,,,,,,
45,True,mp-632286,Sb,Monoclinic,P2_1/m,11,2,0.05888531,0.05888531,False,60.56536266637659,6.676662298315999,0.0,False,True,NM,0.0003521,,,,,,,,,,,,,,,
46,False,mp-613989,Pu,Monoclinic,P2_1/m,11,16,0.008192166249997001,0.008192166249997001,False,267.0152153556446,24.27855846106695,0.0,False,True,FiM,1.8570459,,,,,,,,,,,,,,,
47,True,mp-2647017,C,Monoclinic,P2_1/m,11,20,0.177572003999999,0.177572003999999,False,238.52255326536243,1.67231452910234,0.244099999999999,True,False,NM,0.0,,,,,,,,,,,,,,,
48,False,mp-567379,Bi,Monoclinic,P2_1/m,11,4,0.062386567499999004,0.062386567499999004,False,140.0493228830796,9.9113686866849,0.0,False,True,NM,2.4900000000000006e-05,,,,,,,,,,,,,,,
49,False,mp-567409,Sb,Monoclinic,P2_1/m,11,4,0.12089456250000101,0.12089456250000101,False,127.39779174731557,6.348217939294897,0.0,False,True,NM,0.0008246999999990001,,,,,,,,,,,,,,,
50,False,mp-42,Ta,Tetragonal,P-42_1m,113,30,7.669666665321984e-06,7.669666661058728e-06,False,554.6545628565603,16.251792226010433,0.0,False,True,NM,1e-07,,,,,,,0.257,,,,,,,,
51,True,mp-1080826,C,Monoclinic,C2/m,12,8,0.300915499999998,0.300915499999998,False,46.956268326840615,3.397925308440631,3.4876,False,False,NM,0.0,,,,,,,,,,,,,,,
52,False,mp-1059528,Pr,Monoclinic,C2/m,12,2,0.009701464999999,0.009701464999999,False,72.07220597170299,6.493006685536052,0.0,False,True,NM,4e-07,,,,,,,,,,,,,,,
53,False,mp-611836,O2,Monoclinic,C2/m,12,2,0.009970109999999002,0.009970109999999002,False,34.575622594221905,1.536783823328745,1.314299999999999,False,False,FM,2.0000002,,,,,,,-1.998,,,,,,,,
54,True,mp-1974574,Hg,Monoclinic,C2/m,12,2,0.011028022499999,0.011028022499999,False,54.39505389904075,12.246978631090867,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,
55,False,mp-570459,Te,Monoclinic,C2/m,12,3,0.07254629999999901,0.07254629999999901,False,98.08863185941233,6.480408000853202,0.0,False,True,NM,0.0,,,,,,,26.354,,,,,,,,
56,True,mp-1182248,Bi,Monoclinic,C2/m,12,2,1.077316884999994,1.077316884999994,False,753.5427341232094,0.921036333148305,1.5046,False,False,NM,0.0,,,,,,,,,,,,,,,
57,True,mp-1009490,O2,Monoclinic,C2/m,12,2,0.0017175900000000002,0.0017175900000000002,False,37.02156088071,1.4352516809199711,1.426,False,False,FM,1.999999799999999,,,,,,,-7.764,,,,,,,,
58,True,mp-1104341,Nb,Monoclinic,C2/m,12,7,0.023213351428573,0.023213351428572,False,126.49397324848934,8.537345194804299,0.0,False,True,NM,0.0433282,,,,,,,,,,,,,,,
59,True,mp-1180307,Mo,Monoclinic,C2/m,12,16,0.39894528437499904,0.39894528437499904,False,264.9691403612464,9.61996512242326,0.0,False,True,NM,7.060000000000002e-05,,,,,,,,,,,,,,,
60,True,mp-2206907,O2,Monoclinic,C2/m,12,8,0.024466150000000002,0.024466150000000002,False,146.3782193267568,1.45199901265932,2.285,False,False,FM,8.0000008,,,,,,,,,,,,,,,
61,False,mp-1096915,Cs,Monoclinic,C2/m,12,1,0.042207972068965004,0.042207972068965004,False,115.61619281972685,1.908856274035875,0.0,False,True,NM,7.340000000000001e-05,,,,,,,,,,,,,,,
62,False,mp-23157,Bi,Monoclinic,C2/m,12,2,0.050300225000000004,0.050300225000000004,False,68.05165021785976,10.198727503087682,0.0,False,True,NM,0.0003114,,,,,,,2.362,,,,,,,,
63,False,mp-542606,Pu,Monoclinic,C2/m,12,17,0.7908879723529331,0.7908879723529341,False,378.73588436104075,18.186594755543936,0.0,False,True,FiM,29.4777296,,,,,,,,,,,,,,,
64,True,mp-561367,F2,Monoclinic,C2/m,12,4,0.00299408,0.00299408,False,54.10010077431026,2.332534709924163,2.3942,True,False,NM,0.0,,,,,,,-2.302,,,,,,,,
65,False,mp-12957,O2,Monoclinic,C2/m,12,8,0.0,0.0,True,107.6438082346079,1.974484491240319,1.0933,False,False,NM,8.599999999999999e-06,,,,,,,-17.181,,,,,,,,
66,False,mp-569360,Hg,Monoclinic,C2/m,12,3,0.006275719166666,0.006275719166666,False,82.94783134025677,12.046880285620118,0.09670000000000001,False,False,NM,0.0,,,,,,,,,,,,,,,
67,True,mp-632329,C,Monoclinic,C2/m,12,2,0.0141120575,0.0141120575,False,19.66763956116844,2.028127117662893,0.0,False,True,NM,7.9e-06,,,,,,,,,,,,,,,
68,True,mp-1182425,B,Monoclinic,C2/m,12,12,0.482333581666666,0.482333581666666,False,121.21800062347896,1.777170495141998,0.0,False,True,NM,0.0003072,,,,,,,,,,,,,,,
69,True,mp-1238808,Au,Monoclinic,C2/m,12,2,0.11838149999999802,0.11838149999999802,False,39.097581250691825,16.730993180447804,0.0,False,True,NM,0.0001991,,,,,,,,,,,,,,,
70,True,mp-1079297,Si,Monoclinic,C2/m,12,8,0.08220610625000001,0.08220610625000001,False,167.23079840226276,2.231027796342244,0.2735,False,False,NM,0.0,,,,,,,,,,,,,,,
71,True,mp-1179990,P,Monoclinic,C2/m,12,2,0.8763179616666661,0.8763179616666661,False,350.91536976893644,0.29313701405804504,3.0938,False,False,NM,0.0005369,,,,,,,,,,,,,,,
72,False,mp-12883,P,Monoclinic,C2/m,12,8,0.15457059702380901,0.15457059702380901,False,231.3047215288384,1.778887746021492,3.5354,False,False,NM,0.0,,,,,,,,,,,,,,,
73,True,mp-1947043,Bi,Monoclinic,C2/m,12,4,0.071962377499993,0.071962377499993,False,139.2302754774957,9.969674114730449,0.08079999999999901,False,False,AFM,0.0,,,,,,,,,,,,,,,
74,False,mp-2204849,O2,Monoclinic,C2/m,12,8,0.0,0.0,True,117.61951709240672,1.80702178678645,2.720399999999999,False,False,AFM,5e-07,,,,,,,,,,,,,,,
